"","X1","X2","Keywords","keywords_clean"
"373","H87","International Fiscal Issues; International Public Goods","International Fiscal Issues, International Public Goods, Public Finance, Public Goods, Remittances, Tobin Tax, Transfer Fee. ","international fiscal issues international public goods public finance public goods remittances tobin tax transfer fee "
"374","H89","Public Economics: Miscellaneous Issues: Other","None Specified","none specified"
"375","I00","Health, Education, and Welfare: General","Education, Health, Welfare. ","education health welfare "
"376","I10","Health: General","Health, Health Data. ","health health data "
"377","I11","Analysis of Health Care Markets","Cardiologist, Caregiving, Dentistry, Health Professional, Healthcare, HMO, Hospital, Hospitalization, Managed Care, Medicine, Nurse, Outpatient, Pharmacists, Pharmacoeconomic, Physician, Podiatry, Prescription, Psychiatric, Psychology, Rehabilitation. ","cardiologist caregiving dentistry health professional healthcare hmo hospital hospitalization managed care medicine nurse outpatient pharmacists pharmacoeconomic physician podiatry prescription psychiatric psychology rehabilitation "
"378","I12","Health Behavior","Addiction, Alcoholism, Alzheimers, Arthritis, Cancer, Carcinogen, Deaths, Diabetes, Diet, Disability, Disease, Epidemic, Flu, Health Behavior, Hygiene, Infectious Disease, Injury, Intellectually Disabled, Malnutrition, Morbidity, Morbidity Rates, Mortality, Mortality Rates, Nutrition, Obesity, Quality Adjusted Life Year, Recovery, Rehabilitation, Schizophrenia, Sickness, Smallpox, Smoking, Stroke, Substance Abuse, Suicide. ","addiction alcoholism alzheimers arthritis cancer carcinogen deaths diabetes diet disability disease epidemic flu health behavior hygiene infectious disease injury intellectually disabled malnutrition morbidity morbidity rates mortality mortality rates nutrition obesity quality adjusted life year recovery rehabilitation schizophrenia sickness smallpox smoking stroke substance abuse suicide "
"379","I13","Health Insurance, Public and Private","Health Care Financing, Health Insurance, HMO, Medicaid, Medicare, Public Health Insurance, Uninsured. ","health care financing health insurance hmo medicaid medicare public health insurance uninsured "
"380","I14","Health and Inequality","Health, Health and Poverty, Inequality, Medical Access, Mortality, Population Health, Quality of Life, Redistribution. ","health health poverty inequality medical access mortality population health quality life redistribution "
"381","I15","Health and Economic Development","Development, Disease, Economic Growth, Factor Productivity, Growth, Health, Human Capital, Human Development, Least Developed Country, Malnutrition, Medical Tourism, Mortality, Population Health, Poverty, Productivity. ","development disease economic growth factor productivity growth health human capital human development least developed country malnutrition medical tourism mortality population health poverty productivity "
"382","I18","Health: Government Policy; Regulation; Public Health","Entitlements, Healthcare, Medicaid, Medical Subsidy Programs, Medicare, Public Health, Public Health Insurance, Regulation. ","entitlements healthcare medicaid medical subsidy programs medicare public health public health insurance regulation "
"383","I19","Health: Other","None Specified","none specified"
"384","I20","Education and Research Institutions: General","Education, Education Data, School. ","education education data school "
"385","I21","Analysis of Education","Dropouts, Early Childhood Education, Education Attainment, Education Demand, Education Quality, Education Supply, Education System, K 12, Learning, Literacy, Primary School, Private School, Public School, School Choice, Schooling, Secondary School, Teacher. ","dropouts early childhood education education attainment education demand education quality education supply education system k learning literacy primary school private school public school school choice schooling secondary school teacher "
"386","I22","Educational Finance; Financial Aid","Education Expenditures, Education Fee, Education Finance, Education Savings, Financial Aid, Scholarship, Tuition, Voucher. ","education expenditures education fee education finance education savings financial aid scholarship tuition voucher "
"387","I23","Higher Education; Research Institutions","Academic Research, College, Graduate School, Higher Education, Higher Education Research Institutions, Post Secondary School, Professional School, Spin-Off, Technical School, Trade School, University, Vocational School. ","academic research college graduate school higher education higher education research institutions post secondary school professional school spinoff technical school trade school university vocational school "
"388","I24","Education and Inequality","Achievement Gap, Education, Education and Gender, Education and Inequality, Education Quality, Equality of Opportunity, Income Distribution, Inequality, Low Income, Need Based Financial Aid, Poor, School Access, Teacher Quality. ","achievement gap education education gender education inequality education quality equality opportunity income distribution inequality low income need based financial aid poor school access teacher quality "
"389","I25","Education and Economic Development","Brain Drain, Development, Education, Education and Economic Development, Human Capital, Human Development, Labor Migration, Least Developed Country, Migration, School, Skill. ","brain drain development education education economic development human capital human development labor migration least developed country migration school skill "
"390","I26","Returns to Education","Educational Outcomes, Human Capital, Human Capital Investment, Labor Productivity, Mincer Earnings Function, Returns to Education. ","educational outcomes human capital human capital investment labor productivity mincer earnings function returns education "
"391","I28","Education: Government Policy","Curriculum, Education Grants, Education Policy, Education Reform, Entitlements, Federal Student Aid, School Privatization, Vouchers. ","curriculum education grants education policy education reform entitlements federal student aid school privatization vouchers "
"392","I29","Education: Other","None Specified","none specified"
"393","I30","Welfare, Well-Being, and Poverty: General","Poverty, Poverty Data, Poverty Measurement, Welfare, Well Being. ","poverty poverty data poverty measurement welfare well "
"394","I31","General Welfare; Well-Being","Affluence, Basic Needs, Capabilities, General Welfare, Happiness, Human Development, Living Standards, Middle Class, Middle Income, Needs, QALY, Quality of Life, Social Indicator, Standard of Living, Stress, Well Being. ","affluence basic needs capabilities general welfare happiness human development living standards middle class middle income needs qaly quality life social indicator standard living stress well "
"395","I32","Measurement and Analysis of Poverty","Antipoverty, Depressed Areas, Fixed Income, Homeless, Impoverishment, Inequality, Low Income, Malnutrition, Marginalized, Poor, Poverty Analysis, Poverty Growth, Poverty Line, Poverty Measurement. ","antipoverty depressed areas fixed income homeless impoverishment inequality low income malnutrition marginalized poor poverty analysis poverty growth poverty line poverty measurement "
"396","I38","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs","Assistance, Entitlements, Family Allowances, Food Stamp, Means Testing, Poverty Alleviation, Public Assistance, Safety Net, Social Welfare Programs, SSI, Transfer Payments, Transfers, Welfare Effects, Welfare Policy, Welfare Program, Welfare Provision, Work Welfare. ","assistance entitlements family allowances food stamp means testing poverty alleviation public assistance safety net social welfare programs ssi transfer payments transfers welfare effects welfare policy welfare program welfare provision work welfare "
"397","I39","Welfare, Well-Being, and Poverty: Other","None Specified","none specified"
"398","J00","Labor and Demographic Economics: General","Labor and Demographic Economics, Labor and Demography. ","labor demographic economics labor demography "
"399","J01","Labor Economics: General","Labor Economics, Labor Market Data. ","labor economics labor market data "
"400","J08","Labor Economics Policies","Labor Market Institutions, Labor Market Policies, Regulations, Workers. ","labor market institutions labor market policies regulations workers "
"401","J10","Demographic Economics: General","Demographic Data, Demographic Economics, Demography, Household. ","demographic data demographic economics demography household "
"402","J11","Demographic Trends, Macroeconomic Effects, and Forecasts","Age Distribution, Alien, Baby Boom, Birthrate, Births Deaths, Census, Cohorts, Emigration, Eugenics, Immigration, International Migration, Malthusianism, Migration, Mortality Rates, Neo Malthusians, Out Migration, Overpopulation, Population, Population Density, Population Forecasting, Population Migration, Sex Ratio, Sociodemographic, Transmigration. ","age distribution alien baby boom birthrate births deaths census cohorts emigration eugenics immigration international migration malthusianism migration mortality rates neo malthusians migration overpopulation population population density population forecasting population migration sex ratio sociodemographic transmigration "
"403","J12","Marriage; Marital Dissolution; Family Structure; Domestic Abuse","Divorce, Domestic Abuse, Dual Earner, Families, Family Economics, Family Structure, Household Formation, Marital Dissolution, Marriage, Marriage Rate, Maternity, Parent, Parenthood, Paternity, Polygamy, Polygyny, Premarital, Single Parent, Spouse. ","divorce domestic abuse dual earner families family economics family structure household formation marital dissolution marriage marriage rate maternity parent parenthood paternity polygamy polygyny premarital single parent spouse "
"404","J13","Fertility; Family Planning; Child Care; Children; Youth","Abortion, Adolescent, AFDC, Birth, Birthrate, Child Support, Childbearing, Childcare, Childhood, Children, Contraception, Daycare, Delinquency, Family Planning, Fertility, Infants, Juvenile, Maternity, Motherhood, Mothers, Nursery, Nursing, One Child Policy, Parenthood, Paternity, Pregnancy, Prenatal, Preschool Childcare, Pro Life, Sterility, Sterilization, Teenager, Youth. ","abortion adolescent afdc birth birthrate child support childbearing childcare childhood children contraception daycare delinquency family planning fertility infants juvenile maternity motherhood mothers nursery nursing one child policy parenthood paternity pregnancy prenatal preschool childcare pro life sterility sterilization teenager youth "
"405","J14","Economics of the Elderly; Economics of the Handicapped; Non-labor Market Discrimination","Age Discrimination, Aging, Alzheimers, Disability, Disabled, Economics of the Handicapped, Elderly, Handicapped, Nursing, Old Age, Older Workers, Pension, Pensioners, Senior Citizens. ","age discrimination aging alzheimers disability disabled economics handicapped elderly handicapped nursing old age older workers pension pensioners senior citizens "
"406","J15","Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination","Aboriginal, Bias, Discrimination, Ethnicity, Inequality, Minorities, Non labor Discrimination, Race, Racial Discrimination, Racism, Religious Discrimination. ","aboriginal bias discrimination ethnicity inequality minorities non labor discrimination race racial discrimination racism religious discrimination "
"407","J16","Economics of Gender; Non-labor Discrimination","Bias, Discrimination, Female, Feminism, Gender, Gender Discrimination, Gender Equality, Gender Minorities, Gender Segregated, Maternity, Motherhood, Mothers, Pregnancy, Sexism, Sexual Harassment, Women. ","bias discrimination female feminism gender gender discrimination gender equality gender minorities gender segregated maternity motherhood mothers pregnancy sexism sexual harassment women "
"408","J17","Value of Life; Forgone Income","Forgone Income, Value of Human Life, Value of Life, Value of Statistical Life. ","forgone income value human life value life value statistical life "
"409","J18","Demographic Economics: Public Policy","Abortion Laws, Anti Discrimination, Ethnic Relations, Gender Policy, Migration Policy, Old Age Policy, One Child Policy, Public Policy, Social Integration Policy. ","abortion laws anti discrimination ethnic relations gender policy migration policy old age policy one child policy public policy social integration policy "
"410","J19","Demographic Economics: Other","None Specified","none specified"
"411","J20","Demand and Supply of Labor: General","Employment, Employment Data, Labor Demand, Labor Force, Labor Market, Labor Market Data, Labor Supply. ","employment employment data labor demand labor force labor market labor market data labor supply "
"412","J21","Labor Force and Employment, Size, and Structure","Female Labor, Industry Characteristics, Labor Force, Labor Force Composition, Labor Force Demographics, Occupation, Older Workers, Size of Labor Force, Structure of Labor Force, Workforce, Youth Labor. ","female labor industry characteristics labor force labor force composition labor force demographics occupation older workers size labor force structure labor force workforce youth labor "
"413","J22","Time Allocation and Labor Supply","Absenteeism, Division of Labor, Hours of Work, Idleness, Job Choice, Labor Force Participation, Labor Leisure Choice, Labor Supply, Maternity Leave, Moonlighting, Parental Leave, Part Time, Participation, Quits, Temporary Workers, Time Allocation, Voluntary Work, Work Arrangements, Work Effort, Work Sharing, Work week, Work-Life Balance, Worksharing. ","absenteeism division labor hours work idleness job choice labor force participation labor leisure choice labor supply maternity leave moonlighting parental leave part time participation quits temporary workers time allocation voluntary work work arrangements work effort work sharing work week worklife balance worksharing "
"414","J23","Labor Demand","Employment Determination, Hires, Job Creation, Labor Demand, Labor Hoarding, Labor Shortage, Proprietor, Self Employment. ","employment determination hires job creation labor demand labor hoarding labor shortage proprietor self employment "
"415","J24","Human Capital; Skills; Occupational Choice; Labor Productivity","Apprenticeship, Education, Formal Training Programs, High Skilled, Human Capital, Human Resources, Labor Productivity, Learning by Doing, Literacy, Low Skilled, Manpower Training, Occupational Choice, Occupational Training, On the Job Training, Productivity, Rate of Return, Retraining, Schooling, Screening, Skill, Skill Biased, Skill Building, Training, Underemployment, Unskilled, Vocational Education. ","apprenticeship education formal training programs high skilled human capital human resources labor productivity learning literacy low skilled manpower training occupational choice occupational training job training productivity rate return retraining schooling screening skill skill biased skill building training underemployment unskilled vocational education "
"416","J26","Retirement; Retirement Policies","Early Retirement, Elderly, Fixed Income, Old Age, Older Workers, Pensioners, Quit Rates, Quitting, Retiree, Retirement, Retirement Age, Retirement Decision, Retirement Policy. ","early retirement elderly fixed income old age older workers pensioners quit rates quitting retiree retirement retirement age retirement decision retirement policy "
"417","J28","Safety; Job Satisfaction; Related Public Policy","Accident, Disabled Worker, Hazardous, Industrial Health, Injury, Job Satisfaction, Occupational Safety, OSHA, Quality of Life, Safety, Worker's Compensation, Working Conditions, Workplace Safety. ","accident disabled worker hazardous industrial health injury job satisfaction occupational safety osha quality life safety workers compensation working conditions workplace safety "
"418","J29","Time Allocation, Work Behavior, and Employment Determination: Other","Labor Market, Workplace. ","labor market workplace "
"419","J30","Wages, Compensation, and Labor Costs: General","Income Data, Labor Costs, Wage Data, Wages. ","income data labor costs wage data wages "
"420","J31","Wage Level and Structure; Wage Differentials","Compensation, Dual Earner, Earnings, Hourly Wages, Labor Income, Low Wage, Occupational Wage Differential, Pay, Payroll, Salary, Seniority Based, Skill Based, Tenure Earning, Tip, Wage, Wage Differentials, Wage Distribution, Wage Gap, Wage Inequality, Wage Tenure. ","compensation dual earner earnings hourly wages labor income low wage occupational wage differential pay payroll salary seniority based skill based tenure earning tip wage wage differentials wage distribution wage gap wage inequality wage tenure "
"421","J32","Nonwage Labor Costs and Benefits; Retirement Plans; Private Pensions","Cost of Firing, Cost of Hiring, Dismissal Costs, Family Support Programs, Fringe Benefits, Health Insurance, Nonwage Benefits, Nonwage Labor Cost, Pension, Portability, Retirement Pension, Social Security, Worker's Compensation. ","cost firing cost hiring dismissal costs family support programs fringe benefits health insurance nonwage benefits nonwage labor cost pension portability retirement pension social security workers compensation "
"422","J33","Compensation Packages; Payment Methods","Bonus, Compensation, Efficiency Wage, Overtime Pay, Payment Method, Performance Pay, Piece Rate, Profit Sharing, Stock Options, Time Rates. ","bonus compensation efficiency wage overtime pay payment method performance pay piece rate profit sharing stock options time rates "
"423","J38","Wages, Compensation, and Labor Costs: Public Policy","Hours of Work, Living Wage, Minimum Wage, Minimum Wage Legislation, Pay Equity, Wage Regulation, Wage Subsidies. ","hours work living wage minimum wage minimum wage legislation pay equity wage regulation wage subsidies "
"424","J39","Wages, Compensation, and Labor Costs: Other","None Specified","none specified"
"425","J40","Particular Labor Markets: General","Labor Market Structures, Labor Markets. ","labor market structures labor markets "
"426","J41","Labor Contracts","Complete Contracts, Contracts, Efficiency Wage Models, Explicit Contracts, Incomplete Contracts, Internal Labor Markets, Job Matching, Labor Contract, Matching Models, Matching Theory, Psychological Contract, Relationship Contracting, Specific Human Capital. ","complete contracts contracts efficiency wage models explicit contracts incomplete contracts internal labor markets job matching labor contract matching models matching theory psychological contract relationship contracting specific human capital "
"427","J42","Monopsony; Segmented Labor Markets","Labor Market Structures, Monopsony, Oligopsony, Segmented Labor Markets. ","labor market structures monopsony oligopsony segmented labor markets "
"428","J43","Agricultural Labor Markets","Agricultural Employment, Agricultural Labor Market, Family Farms, Farm Labor, Firm Farms. ","agricultural employment agricultural labor market family farms farm labor firm farms "
"429","J44","Professional Labor Markets; Occupational Licensing","Academia, Artist, Athlete, Attorneys, Dentistry, Doctors, Economists, Engineers, Journalists, Lawyers, Nurse, Physician, Professional Labor Markets, Professionals, Professions. ","academia artist athlete attorneys dentistry doctors economists engineers journalists lawyers nurse physician professional labor markets professionals professions "
"430","J45","Public Sector Labor Markets","AFSCME, Civil Service, Government Employees, Military, Police, Public Employee, Public School Teachers, Public Sector Labor Markets, Volunteer Army. ","afscme civil service government employees military police public employee public school teachers public sector labor markets volunteer army "
"431","J46","Informal Labor Markets","Casual Labor, Informal Labor Market, Tax Evasion, Under-the-table, Undocumented Labor. ","casual labor informal labor market tax evasion underthetable undocumented labor "
"432","J47","Coercive Labor Markets","Bonded Labor, Coercion, Coercive Labor Market, Forced Labor, Slavery. ","bonded labor coercion coercive labor market forced labor slavery "
"433","J48","Particular Labor Markets: Public Policy","Labor Market Policy, Labor Market Regulation. ","labor market policy labor market regulation "
"434","J49","Particular Labor Markets: Other","None Specified","none specified"
"435","J50","Labor-Management Relations, Trade Unions, and Collective Bargaining: General","Collective Bargaining, Labor-Management, Union Data, Union Membership. ","collective bargaining labormanagement union data union membership "
"436","J51","Trade Unions: Objectives, Structure, and Effects","AFL, AFSCME, CIO, Company Unions, Firm Union, International Trade Unions, IWW, Labor Unions, SEIU, Syndicalism, Trade Unions, UAW, UMWA, Union, Union Behavior, Union Leader, Union Member, Union Size, Unionism, Unionization, Unionized. ","afl afscme cio company unions firm union international trade unions iww labor unions seiu syndicalism trade unions uaw umwa union union behavior union leader union member union size unionism unionization unionized "
"437","J52","Dispute Resolution: Strikes, Arbitration, and Mediation; Collective Bargaining","Agreement, Arbitration, Bargaining, Boycott, Collective Bargaining, Dispute Resolution, Firm Union, Grievance Procedures, Industrial Action, Labor Disputes, Labor Intermediation, Lockout, Mediation, Negotiation, Shutdown, Strike, Strikebreaking, Trade Unions, Union, Union Wage, Wage Bargaining, Wage Setting, Work Stoppage. ","agreement arbitration bargaining boycott collective bargaining dispute resolution firm union grievance procedures industrial action labor disputes labor intermediation lockout mediation negotiation shutdown strike strikebreaking trade unions union union wage wage bargaining wage setting work stoppage "
"438","J53","Labor-Management Relations; Industrial Jurisprudence","Codetermination, Employee Participation, Firm Union, Grievance Procedures, Industrial Jurisprudence, Industrial Relations, Labor Law, Labor-Management Relations, Union, Union-Management Relations, Working Conditions, Works Councils. ","codetermination employee participation firm union grievance procedures industrial jurisprudence industrial relations labor law labormanagement relations union unionmanagement relations working conditions works councils "
"439","J54","Producer Cooperatives; Labor Managed Firms; Employee Ownership","Employee Owned, Employee Ownership, Employee Participation, Labor Managed Firms, Producer Cooperative, Worker Empowerment, Worker Managed, Worker Owned. ","employee owned employee ownership employee participation labor managed firms producer cooperative worker empowerment worker managed worker owned "
"440","J58","Labor-Management Relations, Trade Unions, and Collective Bargaining: Public Policy","Labor Management Relations, Public Policy, Right to Work, Trade Union Law, Union Policy. ","labor management relations public policy right work trade union law union policy "
"441","J59","Labor-Management Relations, Trade Unions, and Collective Bargaining: Other","None Specified","none specified"
"442","J60","Mobility, Unemployment, Vacancies, and Immigrant Workers: General","Labor Mobility, Turnover Data, Unemployment Data. ","labor mobility turnover data unemployment data "
"443","J61","Geographic Labor Mobility; Immigrant Workers","Brain Drain, Expatriates, Geographic Mobility, Guestworker, Immigrant, Immigrant Labor, Immobility, International Migration, Labor Migration, Labor Mobility, Migrant Workers, Mobility, Out Migration. ","brain drain expatriates geographic mobility guestworker immigrant immigrant labor immobility international migration labor migration labor mobility migrant workers mobility migration "
"444","J62","Job, Occupational, and Intergenerational Mobility; Promotion","Career Change, Demotion, Intergenerational Mobility, Job Transfer, Labor Mobility, Non-geographic Mobility, Occupational Mobility, Promotion, Social Mobility. ","career change demotion intergenerational mobility job transfer labor mobility nongeographic mobility occupational mobility promotion social mobility "
"445","J63","Labor Turnover; Vacancies; Layoffs","Dismissal, Displaced, Firing, Hiring, Job Turnover, Labor Turnover, Layoffs, Plant Closing, Quit Rates, Quitting, Termination, Vacancies. ","dismissal displaced firing hiring job turnover labor turnover layoffs plant closing quit rates quitting termination vacancies "
"446","J64","Unemployment: Models, Duration, Incidence, and Job Search","Cyclical Unemployment, Disguised Unemployment, Employment, Involuntary Unemployment, Job Search, Job Uncertainty, Joblessness, Long Term Unemployment, On-the-job Search, Structural Unemployment, Unemployment, Unemployment Duration, Unemployment Incidence, Unemployment Models, Unemployment Rate. ","cyclical unemployment disguised unemployment employment involuntary unemployment job search job uncertainty joblessness long term unemployment onthejob search structural unemployment unemployment unemployment duration unemployment incidence unemployment models unemployment rate "
"447","J65","Unemployment Insurance; Severance Pay; Plant Closings","Dismissal Compensation, Plant Closings, Severance Pay, Unemployment, Unemployment Assistance, Unemployment Insurance. ","dismissal compensation plant closings severance pay unemployment unemployment assistance unemployment insurance "
"448","J68","Mobility, Unemployment, and Vacancies: Public Policy","Affirmative Action, Career Fair, Civil Service, Earnings Replacement Benefits, Employment Office, Employment Program, Employment Services, Employment Subsidies, Immigrant Worker Policy, Job Bank, Job Creation Program, Labor Migration Policy, Public Works, Retraining Program, Unemployment Policy. ","affirmative action career fair civil service earnings replacement benefits employment office employment program employment services employment subsidies immigrant worker policy job bank job creation program labor migration policy public works retraining program unemployment policy "
"449","J69","Mobility, Unemployment, and Vacancies: Other","None Specified","none specified"
"450","J70","Labor Discrimination: General","Labor Discrimination, Labor Inequality, Labor Market Data. ","labor discrimination labor inequality labor market data "
"451","J71","Labor Discrimination","Age Discrimination, Antidiscrimination, Bias, Comparable Worth, Discrimination, Earnings Differentials, Employment Discrimination, Ethnic Discrimination, Firing, Gender Discrimination, Gender Segregated, Hiring, Inequality, Minorities, Prejudice, Race, Racial Discrimination, Racism, Religious Discrimination, Segregation, Sexual Harassment, Wage Discrimination, Women, Wrongful Termination. ","age discrimination antidiscrimination bias comparable worth discrimination earnings differentials employment discrimination ethnic discrimination firing gender discrimination gender segregated hiring inequality minorities prejudice race racial discrimination racism religious discrimination segregation sexual harassment wage discrimination women wrongful termination "
"452","J78","Labor Discrimination: Public Policy","Affirmative Action, Antidiscrimination Policy, Comparable Worth, Employment Discrimination Policy, Equal Pay, Old Age Policy, Screening Policy. ","affirmative action antidiscrimination policy comparable worth employment discrimination policy equal pay old age policy screening policy "
"453","J79","Labor Discrimination: Other","None Specified","none specified"
"454","J80","Labor Standards: General","Global, Human Rights, International Labor Standards, Labor Standards, National Labor Standards. ","global human rights international labor standards labor standards national labor standards "
"455","J81","Labor Standards: Working Conditions","Ethnic Harassment, Harassment, Hours of Work, Quality of Working Life, Religious Harassment, Sexual Harassment, Sweatshops, Working Conditions, Workplace Safety. ","ethnic harassment harassment hours work quality working life religious harassment sexual harassment sweatshops working conditions workplace safety "
"456","J82","Labor Standards: Labor Force Composition","Bonded Labor, Child Labor, Employment Discrimination, Ethnic Minority Workers, Female Workers, Forced Labor, Gender Discrimination, Immigrant Labor, Labor Force Composition, Migrant Workers, Minority Workers, Prison Labor. ","bonded labor child labor employment discrimination ethnic minority workers female workers forced labor gender discrimination immigrant labor labor force composition migrant workers minority workers prison labor "
"457","J83","Labor Standards: Workers' Rights","Labor Standards, Social Standards, Workers' Rights. ","labor standards social standards workers rights "
"458","J88","Labor Standards: Public Policy","Child Labor Laws, International Labor Policy, Labor Administration, Labor Standards, National Labor Policy, Regulations, WTO Law. ","child labor laws international labor policy labor administration labor standards national labor policy regulations wto law "
"459","J89","Labor Standards: Other","None Specified","none specified"
"460","K00","Law and Economics: General","Crime Data, Law and Economics, Legal Data, Legal Economic, Legal Institutions, Legal Principles, Rule of Law. ","crime data law economics legal data legal economic legal institutions legal principles rule law "
"461","K10","Basic Areas of Law: General (Constitutional Law)","Amendment, Civil Law, Common Law, Constitutional Court, Constitutional Law, Constitutional Rights, Supreme Court. ","amendment civil law common law constitutional court constitutional law constitutional rights supreme court "
"462","K11","Property Law","Confiscation, Copyright Law, Counterfeiting, Eminent Domain, Intellectual Property Law, Patent Law, Patents Licensing, Property Law, Property Rights. ","confiscation copyright law counterfeiting eminent domain intellectual property law patent law patents licensing property law property rights "
"463","K12","Contract Law","Contract Law, Contracts, Labor Contract Law, Leasing Law, Noncompete Agreement. ","contract law contracts labor contract law leasing law noncompete agreement "
"464","K13","Tort Law and Product Liability; Forensic Economics","Environmental Liability, Forensic Economics, Liability, Limited Liability, Personal Liability, Product Liability, Tort Law. ","environmental liability forensic economics liability limited liability personal liability product liability tort law "
"465","K14","Criminal Law","Crime, Criminal Justice, Criminal Law, Economics of Crime, Prisons. ","crime criminal justice criminal law economics crime prisons "
"466","K15","Civil Law; Common Law","Civil Law, Common Law, Non-Criminal Law. ","civil law common law noncriminal law "
"467","K16","Election Law","Election, Election Law, Voter Protection, Voting, Voting Law. ","election election law voter protection voting voting law "
"468","K19","Basic Areas of Law: Other","None Specified","none specified"
"469","K20","Regulation and Business Law: General","Business Law, Competition, Corporate Law, Regulation. ","business law competition corporate law regulation "
"470","K21","Antitrust Law","Anti Cartel, Anti Competitive, Anti Merger, Antimonopoly, Antitrust Law, Collusion, Competition, Essential Facilities Doctrine, Fair Trade, Monopolies, Oligopolies, State Action Immunity. ","anti cartel anti competitive anti merger antimonopoly antitrust law collusion competition essential facilities doctrine fair trade monopolies oligopolies state action immunity "
"471","K22","Business and Securities Law","Accounting Law, Business Bankruptcy Law, Business Law, Commercial Law, Corporate Regulation, Corporation Law, Financial Market Regulation, Insurance Law, Securities Law, Security Market Regulation, Trade Secret Law. ","accounting law business bankruptcy law business law commercial law corporate regulation corporation law financial market regulation insurance law securities law security market regulation trade secret law "
"472","K23","Regulated Industries and Administrative Law","Administrative Law, Communication Industries, Deregulation, Healthcare Industry, Regulated Industries, Transportation Industries, Utilities. ","administrative law communication industries deregulation healthcare industry regulated industries transportation industries utilities "
"473","K24","Cyber Law","Antivirus, Cyber Crime, Cyber Law, Cyber Security, Hacking, Identity Theft, Malware, Privacy. ","antivirus cyber crime cyber law cyber security hacking identity theft malware privacy "
"474","K25","Real Estate Law","Housing Law, Real Estate, Real Estate Law. ","housing law real estate real estate law "
"475","K29","Regulation and Business Law: Other","None Specified","none specified"
"476","K30","Other Substantive Areas of Law: General","Environmental Law, International Law, Labor Law, Law and Economics, Legal Data, Personal Law. ","environmental law international law labor law law economics legal data personal law "
"477","K31","Labor Law","Anti Discrimination Law, Child Labor Law, Employment Discrimination, Employment Protection, Immigrant Labor Law, Industrial Relations, Labor Law, Labor Standards, Minimum Wage Law, Occupational Safety Law, Older Workers, Trade Union Law, Wrongful Termination Law. ","anti discrimination law child labor law employment discrimination employment protection immigrant labor law industrial relations labor law labor standards minimum wage law occupational safety law older workers trade union law wrongful termination law "
"478","K32","Energy, Environmental, Health, and Safety Law","Air Quality Law, Alcohol Laws, Anti Dumping, Consumer Protection, Emissions Law, Energy Law, Environmental Law, Health and Safety Law, Medical Law, Natural Resources Law, Occupational Safety Law, Pollution Law, Product Safety, Tobacco Laws, Waste Management Law. ","air quality law alcohol laws anti dumping consumer protection emissions law energy law environmental law health safety law medical law natural resources law occupational safety law pollution law product safety tobacco laws waste management law "
"479","K33","International Law","Global Patent Protection, International Commercial Law, International Economic Law, International Environmental Law, International Law, International Tax Law, International Trade Law, National Security Law. ","global patent protection international commercial law international economic law international environmental law international law international tax law international trade law national security law "
"480","K34","Tax Law","Corporate Tax Law, Criminal Tax Law, Estate Tax Law, Excise Tax Law, Income Tax Law, Tax Court, Tax Deductible, Tax Exempt, Tax Law, Taxability. ","corporate tax law criminal tax law estate tax law excise tax law income tax law tax court tax deductible tax exempt tax law taxability "
"481","K35","Personal Bankruptcy Law","Bankruptcy, Personal Bankruptcy Law. ","bankruptcy personal bankruptcy law "
"482","K36","Family and Personal Law","Child Support Law, Custody Law, Divorce Law, Elder Law, Family Law, Living Wills, Marriage Law, Personal Law, Power of Attorney. ","child support law custody law divorce law elder law family law living wills marriage law personal law power attorney "
"483","K37","Immigration Law","Illegal Immigration, Immigrant Labor Law, Immigration Law, Naturalization Law, Work Visas. ","illegal immigration immigrant labor law immigration law naturalization law work visas "
"484","K38","Human Rights Law; Gender Law","Civil Rights, Disability Law, Discrimination Law, Freedoms, Gender Law, Human Rights Law, Law and Religion, Liberty, Political Rights, Social Rights. ","civil rights disability law discrimination law freedoms gender law human rights law law religion liberty political rights social rights "
"485","K39","Other Substantive Areas of Law: Other","None Specified","none specified"
"486","K40","Legal Procedure, the Legal System, and Illegal Behavior: General","Courts, Illegal Behavior, Judge, Jurisprudence, Law Enforcement, Legal Procedure, Prison. ","courts illegal behavior judge jurisprudence law enforcement legal procedure prison "
"487","K41","Litigation Process","Adjudication, Arbitration, Civil Litigation, Litigation, Litigation Process, Procedural Law. ","adjudication arbitration civil litigation litigation litigation process procedural law "
"488","K42","Illegal Behavior and the Enforcement of Law","Black Market, Blackmail, Bribery, Coercion, Corruption, Crime, Crime Prevention, Criminal Investigation, Criminal Law, Cyber Crime, Domestic Terrorism, Extortion, Financial Crime, Fraud, Illegal Behavior, Incarceration, Law Enforcement, Lawsuits, Murder, Narcotics, Piracy, Police, Prisons, Probation, Property Crime, Punishment, Sentencing, Stealing, Theft, Trespassing, Underground Economy. ","black market blackmail bribery coercion corruption crime crime prevention criminal investigation criminal law cyber crime domestic terrorism extortion financial crime fraud illegal behavior incarceration law enforcement lawsuits murder narcotics piracy police prisons probation property crime punishment sentencing stealing theft trespassing underground economy "
"489","K49","Legal Procedure, the Legal System, and Illegal Behavior: Other","None Specified","none specified"
"490","L00","Industrial Organization: General","Industrial Organization. ","industrial organization "
